codigo,nombre,representante,contacto,departamento_nombre,municipio_nombre
PROV_GT07_0437,Rápidos de Occidente San Andrés Semetabaj - Ref 438,María Gómez,+502 50815096,Sololá,San Andrés Semetabaj
PROV_GT07_0438,Shuttles Panajachel - Ref 439,Diego Hernández,+502 40802611,Sololá,Panajachel
PROV_GT07_0439,Taxis del Centro Santa Catarina Palopó - Ref 440,Pedro Marroquín,+502 46949568,Sololá,Santa Catarina Palopó
PROV_GT07_0440,Transportes San Antonio Palopó - Ref 441,Elena Cox,+502 55719130,Sololá,San Antonio Palopó
PROV_GT07_0441,Autobuses San Lucas Tolimán - Ref 442,José Marroquín,+502 59416993,Sololá,San Lucas Tolimán
PROV_GT07_0442,Lancheros Unidos Santa Cruz La Laguna - Ref 443,Manuel Jax,+502 59091151,Sololá,Santa Cruz La Laguna
PROV_GT07_0443,Fleteros del Altiplano San Pablo La Laguna - Ref 444,Miguel Pérez,+502 51473936,Sololá,San Pablo La Laguna
PROV_GT07_0444,Cooperativa de Transportistas San Marcos La Laguna - Ref 445,Luisa López,+502 56814295,Sololá,San Marcos La Laguna
PROV_GT07_0445,Rápidos de Occidente San Juan La Laguna - Ref 446,Elena Chaj,+502 48468518,Sololá,San Juan La Laguna
PROV_GT07_0446,Shuttles San Pedro La Laguna - Ref 447,Rosa Méndez,+502 42973102,Sololá,San Pedro La Laguna
PROV_GT07_0447,Taxis del Centro Santiago Atitlán - Ref 448,Carlos Jax,+502 47993286,Sololá,Santiago Atitlán
PROV_GT08_0448,Transportes Totonicapán - Ref 449,Esteban Guzmán,+502 54958995,Totonicapán,Totonicapán
PROV_GT08_0449,Autobuses San Cristóbal Totonicapán - Ref 450,Francisco Cabrera,+502 58485027,Totonicapán,San Cristóbal Totonicapán
PROV_GT08_0450,Lancheros Unidos San Francisco El Alto - Ref 451,Tomasa Pérez,+502 45544198,Totonicapán,San Francisco El Alto
PROV_GT08_0451,Fleteros del Altiplano San Andrés Xecul - Ref 452,Tomasa Guzmán,+502 44071130,Totonicapán,San Andrés Xecul
PROV_GT08_0452,Cooperativa de Transportistas Momostenango - Ref 453,María Yax,+502 40365847,Totonicapán,Momostenango
PROV_GT08_0453,Rápidos de Occidente Santa María Chiquimula - Ref 454,Luisa Marroquín,+502 57781356,Totonicapán,Santa María Chiquimula
PROV_GT08_0454,Shuttles Santa Lucía La Reforma - Ref 455,Elena Marroquín,+502 54221075,Totonicapán,Santa Lucía La Reforma
PROV_GT08_0455,Taxis del Centro San Bartolo - Ref 456,María Hernández,+502 50304150,Totonicapán,San Bartolo
PROV_GT09_0456,Transportes Quetzaltenango - Ref 457,Miguel López,+502 45947462,Quetzaltenango,Quetzaltenango
PROV_GT09_0457,Autobuses Salcajá - Ref 458,José Batz,+502 42407285,Quetzaltenango,Salcajá
PROV_GT09_0458,Lancheros Unidos Olintepeque - Ref 459,Esteban Tzul,+502 44154331,Quetzaltenango,Olintepeque
PROV_GT09_0459,Fleteros del Altiplano San Carlos Sija - Ref 460,Tomasa López,+502 45937762,Quetzaltenango,San Carlos Sija
PROV_GT09_0460,Cooperativa de Transportistas Sibilia - Ref 461,Juan Pérez,+502 58975922,Quetzaltenango,Sibilia
PROV_GT09_0461,Rápidos de Occidente Cabricán - Ref 462,Francisco Tzoc,+502 50214615,Quetzaltenango,Cabricán
PROV_GT09_0462,Shuttles Cajolá - Ref 463,Juana Gómez,+502 47663342,Quetzaltenango,Cajolá
PROV_GT09_0463,Taxis del Centro San Miguel Sigüila - Ref 464,María Gómez,+502 57296497,Quetzaltenango,San Miguel Sigüila
PROV_GT09_0464,Transportes Ostuncalco - Ref 465,Carlos Cabrera,+502 42128515,Quetzaltenango,Ostuncalco
PROV_GT09_0465,Autobuses San Mateo - Ref 466,Elena Chaj,+502 45757539,Quetzaltenango,San Mateo
PROV_GT09_0466,Lancheros Unidos Concepción Chiquirichapa - Ref 467,Tomasa López,+502 49576973,Quetzaltenango,Concepción Chiquirichapa
PROV_GT09_0467,Fleteros del Altiplano San Martín Sacatepéquez - Ref 468,Elena Gómez,+502 59942636,Quetzaltenango,San Martín Sacatepéquez
PROV_GT09_0468,Cooperativa de Transportistas Almolonga - Ref 469,Pedro Cabrera,+502 48552599,Quetzaltenango,Almolonga
PROV_GT09_0469,Rápidos de Occidente Cantel - Ref 470,José Guzmán,+502 56515482,Quetzaltenango,Cantel
PROV_GT09_0470,Shuttles Huitán - Ref 471,Francisco Yax,+502 41199925,Quetzaltenango,Huitán
PROV_GT09_0471,Taxis del Centro Zunil - Ref 472,Luisa Jax,+502 42154695,Quetzaltenango,Zunil
PROV_GT09_0472,Transportes Colomba - Ref 473,Luisa Pérez,+502 46056121,Quetzaltenango,Colomba
PROV_GT09_0473,Autobuses San Francisco La Unión - Ref 474,Manuel Chaj,+502 40454942,Quetzaltenango,San Francisco La Unión
PROV_GT09_0474,Lancheros Unidos El Palmar - Ref 475,Pedro Méndez,+502 49922750,Quetzaltenango,El Palmar
PROV_GT09_0475,Fleteros del Altiplano Coatepeque - Ref 476,Tomasa Hernández,+502 48531476,Quetzaltenango,Coatepeque
PROV_GT09_0476,Cooperativa de Transportistas Génova - Ref 477,Carlos Méndez,+502 44726112,Quetzaltenango,Génova
PROV_GT09_0477,Rápidos de Occidente Flores Costa Cuca - Ref 478,Pedro Cox,+502 46147485,Quetzaltenango,Flores Costa Cuca
PROV_GT09_0478,Shuttles La Esperanza - Ref 479,Francisco Yax,+502 48246152,Quetzaltenango,La Esperanza
PROV_GT09_0479,Taxis del Centro Palestina de Los Altos - Ref 480,María Tzul,+502 54317780,Quetzaltenango,Palestina de Los Altos
PROV_GT10_0480,Transportes Mazatenango - Ref 481,Manuel Pérez,+502 49802189,Suchitepéquez,Mazatenango
PROV_GT10_0481,Autobuses Cuyotenango - Ref 482,Juan Marroquín,+502 53719217,Suchitepéquez,Cuyotenango
PROV_GT10_0482,Lancheros Unidos San Francisco Zapotitlán - Ref 483,Diego Tzoc,+502 42171365,Suchitepéquez,San Francisco Zapotitlán
PROV_GT10_0483,Fleteros del Altiplano San Bernardino - Ref 484,Elena Yax,+502 52737887,Suchitepéquez,San Bernardino
PROV_GT10_0484,Cooperativa de Transportistas San José El Ídolo - Ref 485,Francisco Yax,+502 49562656,Suchitepéquez,San José El Ídolo
PROV_GT10_0485,Rápidos de Occidente Santo Domingo Suchitepéquez - Ref 486,Esteban Batz,+502 50308443,Suchitepéquez,Santo Domingo Suchitepéquez
PROV_GT10_0486,Shuttles San Lorenzo - Ref 487,Elena Tzoc,+502 46706481,Suchitepéquez,San Lorenzo
PROV_GT10_0487,Taxis del Centro Samayac - Ref 488,Esteban Jax,+502 50576230,Suchitepéquez,Samayac
PROV_GT10_0488,Transportes San Pablo Jocopilas - Ref 489,José Méndez,+502 46384042,Suchitepéquez,San Pablo Jocopilas
PROV_GT10_0489,Autobuses San Antonio Suchitepéquez - Ref 490,Rosa Yax,+502 58861530,Suchitepéquez,San Antonio Suchitepéquez
PROV_GT10_0490,Lancheros Unidos San Miguel Panán - Ref 491,Tomasa Guzmán,+502 54129654,Suchitepéquez,San Miguel Panán
PROV_GT10_0491,Fleteros del Altiplano San Gabriel - Ref 492,Juan Cabrera,+502 44477992,Suchitepéquez,San Gabriel
PROV_GT10_0492,Cooperativa de Transportistas Chicacao - Ref 493,Elena López,+502 59369939,Suchitepéquez,Chicacao
PROV_GT10_0493,Rápidos de Occidente Patulul - Ref 494,Francisco Marroquín,+502 53076170,Suchitepéquez,Patulul
PROV_GT10_0494,Shuttles Santa Bárbara - Ref 495,José Guzmán,+502 59801148,Suchitepéquez,Santa Bárbara
PROV_GT10_0495,Taxis del Centro San Juan Bautista - Ref 496,Carlos Guzmán,+502 41207765,Suchitepéquez,San Juan Bautista
PROV_GT10_0496,Transportes Santo Tomás La Unión - Ref 497,María López,+502 41243548,Suchitepéquez,Santo Tomás La Unión
PROV_GT10_0497,Autobuses Zunilito - Ref 498,Pedro Tzoc,+502 53873003,Suchitepéquez,Zunilito
PROV_GT10_0498,Lancheros Unidos Pueblo Nuevo - Ref 499,Rosa Jax,+502 46768264,Suchitepéquez,Pueblo Nuevo
PROV_GT10_0499,Fleteros del Altiplano Río Bravo - Ref 500,Miguel Yax,+502 50129790,Suchitepéquez,Río Bravo
PROV_GT10_0500,Cooperativa de Transportistas San José La Máquina - Ref 501,Tomasa Chaj,+502 45067270,Suchitepéquez,San José La Máquina
PROV_GT11_0501,Rápidos de Occidente Retalhuleu - Ref 502,Juana Cabrera,+502 51234049,Retalhuleu,Retalhuleu
PROV_GT11_0502,Shuttles San Sebastián - Ref 503,María Tzoc,+502 40579684,Retalhuleu,San Sebastián
PROV_GT11_0503,Taxis del Centro Santa Cruz Muluá - Ref 504,Pedro Yax,+502 44414608,Retalhuleu,Santa Cruz Muluá
PROV_GT11_0504,Transportes San Martín Zapotitlán - Ref 505,María Cabrera,+502 58496155,Retalhuleu,San Martín Zapotitlán
PROV_GT11_0505,Autobuses San Felipe - Ref 506,María Tzoc,+502 55871262,Retalhuleu,San Felipe
PROV_GT11_0506,Lancheros Unidos San Andrés Villa Seca - Ref 507,Miguel Tzul,+502 46569815,Retalhuleu,San Andrés Villa Seca
PROV_GT11_0507,Fleteros del Altiplano Champerico - Ref 508,Pedro Jax,+502 46701492,Retalhuleu,Champerico
PROV_GT11_0508,Cooperativa de Transportistas Nuevo San Carlos - Ref 509,Tomasa Méndez,+502 50002455,Retalhuleu,Nuevo San Carlos
PROV_GT11_0509,Rápidos de Occidente El Asintal - Ref 510,Juan Cabrera,+502 52592068,Retalhuleu,El Asintal
PROV_GT12_0510,Shuttles San Marcos - Ref 511,Francisco Tzoc,+502 42339594,San Marcos,San Marcos
PROV_GT12_0511,Taxis del Centro San Pedro Sacatepéquez - Ref 512,Rosa Hernández,+502 53585666,San Marcos,San Pedro Sacatepéquez
PROV_GT12_0512,Transportes San Antonio Sacatepéquez - Ref 513,Manuel Chaj,+502 42411133,San Marcos,San Antonio Sacatepéquez
PROV_GT12_0513,Autobuses Comitancillo - Ref 514,Juana Gómez,+502 58757009,San Marcos,Comitancillo
PROV_GT12_0514,Lancheros Unidos San Miguel Ixtahuacán - Ref 515,Miguel Gómez,+502 53211466,San Marcos,San Miguel Ixtahuacán
PROV_GT12_0515,Fleteros del Altiplano Concepción Tutuapa - Ref 516,Diego Gómez,+502 56965213,San Marcos,Concepción Tutuapa
PROV_GT12_0516,Cooperativa de Transportistas Tacaná - Ref 517,María Guzmán,+502 54683531,San Marcos,Tacaná
PROV_GT12_0517,Rápidos de Occidente Sibinal - Ref 518,Carlos Jax,+502 45948329,San Marcos,Sibinal
PROV_GT12_0518,Shuttles Tajumulco - Ref 519,Carlos Cabrera,+502 47847446,San Marcos,Tajumulco
PROV_GT12_0519,Taxis del Centro Tejutla - Ref 520,Luisa Chaj,+502 53041228,San Marcos,Tejutla
PROV_GT12_0520,Transportes San Rafael Pie de la Cuesta - Ref 521,Francisco Cabrera,+502 47894447,San Marcos,San Rafael Pie de la Cuesta
PROV_GT12_0521,Autobuses Nuevo Progreso - Ref 522,María Tzoc,+502 50124751,San Marcos,Nuevo Progreso
PROV_GT12_0522,Lancheros Unidos El Tumbador - Ref 523,Rosa Méndez,+502 54755845,San Marcos,El Tumbador
PROV_GT12_0523,Fleteros del Altiplano El Rodeo - Ref 524,Francisco Jax,+502 50934179,San Marcos,El Rodeo
PROV_GT12_0524,Cooperativa de Transportistas Malacatán - Ref 525,Pedro Tzul,+502 42412791,San Marcos,Malacatán
PROV_GT12_0525,Rápidos de Occidente Catarina - Ref 526,Tomasa Pérez,+502 51754882,San Marcos,Catarina
PROV_GT12_0526,Shuttles Ayutla - Ref 527,Miguel Cabrera,+502 51153519,San Marcos,Ayutla
PROV_GT12_0527,Taxis del Centro Ocós - Ref 528,Esteban Jax,+502 40773448,San Marcos,Ocós
PROV_GT12_0528,Transportes San Pablo - Ref 529,Tomasa Pérez,+502 55249157,San Marcos,San Pablo
PROV_GT12_0529,Autobuses El Quetzal - Ref 530,José Tzul,+502 44138536,San Marcos,El Quetzal
PROV_GT12_0530,Lancheros Unidos La Reforma - Ref 531,María Tzoc,+502 43734943,San Marcos,La Reforma
PROV_GT12_0531,Fleteros del Altiplano Pajapita - Ref 532,José Méndez,+502 42568870,San Marcos,Pajapita
PROV_GT12_0532,Cooperativa de Transportistas Ixchiguán - Ref 533,Diego Jax,+502 44751926,San Marcos,Ixchiguán
PROV_GT12_0533,Rápidos de Occidente San José Ojetenam - Ref 534,Rosa Batz,+502 41876884,San Marcos,San José Ojetenam
PROV_GT12_0534,Shuttles San Cristóbal Cucho - Ref 535,Rosa Hernández,+502 47888266,San Marcos,San Cristóbal Cucho
PROV_GT12_0535,Taxis del Centro Sipacapa - Ref 536,Rosa Méndez,+502 51713167,San Marcos,Sipacapa
PROV_GT12_0536,Transportes Esquipulas Palo Gordo - Ref 537,Carlos Guzmán,+502 41666348,San Marcos,Esquipulas Palo Gordo
PROV_GT12_0537,Autobuses Río Blanco - Ref 538,Juana Yax,+502 52981193,San Marcos,Río Blanco
PROV_GT12_0538,Lancheros Unidos San Lorenzo - Ref 539,María Méndez,+502 46433027,San Marcos,San Lorenzo
PROV_GT12_0539,Fleteros del Altiplano La Blanca - Ref 540,Juan Gómez,+502 48817428,San Marcos,La Blanca
PROV_GT13_0540,Cooperativa de Transportistas Huehuetenango - Ref 541,Diego Cabrera,+502 48779224,Huehuetenango,Huehuetenango
PROV_GT13_0541,Rápidos de Occidente Chiantla - Ref 542,Carlos Guzmán,+502 58691588,Huehuetenango,Chiantla
PROV_GT13_0542,Shuttles Malacatancito - Ref 543,Carlos Cox,+502 44803685,Huehuetenango,Malacatancito
PROV_GT13_0543,Taxis del Centro Cuilco - Ref 544,Pedro Cox,+502 48505919,Huehuetenango,Cuilco
PROV_GT13_0544,Transportes Nentón - Ref 545,Elena Hernández,+502 47132283,Huehuetenango,Nentón
PROV_GT13_0545,Autobuses San Pedro Necta - Ref 546,Juana Tzoc,+502 47489858,Huehuetenango,San Pedro Necta
PROV_GT13_0546,Lancheros Unidos Jacaltenango - Ref 547,Carlos Batz,+502 51913114,Huehuetenango,Jacaltenango
PROV_GT13_0547,Fleteros del Altiplano Soloma - Ref 548,María Pérez,+502 40344984,Huehuetenango,Soloma
PROV_GT13_0548,Cooperativa de Transportistas Ixtahuacán - Ref 549,Juan Batz,+502 53562996,Huehuetenango,Ixtahuacán
PROV_GT13_0549,Rápidos de Occidente Santa Bárbara - Ref 550,Francisco Guzmán,+502 45375193,Huehuetenango,Santa Bárbara
PROV_GT13_0550,Shuttles La Libertad - Ref 551,Luisa Méndez,+502 47236830,Huehuetenango,La Libertad
PROV_GT13_0551,Taxis del Centro La Democracia - Ref 552,Luisa Cox,+502 58695442,Huehuetenango,La Democracia
PROV_GT13_0552,Transportes San Miguel Acatán - Ref 553,Miguel Tzoc,+502 47915128,Huehuetenango,San Miguel Acatán
PROV_GT13_0553,Autobuses San Rafael La Independencia - Ref 554,Francisco Cox,+502 44558567,Huehuetenango,San Rafael La Independencia
PROV_GT13_0554,Lancheros Unidos Todos Santos Cuchumatán - Ref 555,Luisa Gómez,+502 47625434,Huehuetenango,Todos Santos Cuchumatán
PROV_GT13_0555,Fleteros del Altiplano San Juan Atitán - Ref 556,Rosa Marroquín,+502 59789522,Huehuetenango,San Juan Atitán
PROV_GT13_0556,Cooperativa de Transportistas Santa Eulalia - Ref 557,Rosa Guzmán,+502 42311863,Huehuetenango,Santa Eulalia
PROV_GT13_0557,Rápidos de Occidente San Mateo Ixtatán - Ref 558,Miguel Hernández,+502 59368752,Huehuetenango,San Mateo Ixtatán
PROV_GT13_0558,Shuttles Colotenango - Ref 559,Pedro Hernández,+502 51349324,Huehuetenango,Colotenango
PROV_GT13_0559,Taxis del Centro San Sebastián Huehuetenango - Ref 560,Rosa Yax,+502 40421694,Huehuetenango,San Sebastián Huehuetenango
PROV_GT13_0560,Transportes Tectitán - Ref 561,Pedro Pérez,+502 56869504,Huehuetenango,Tectitán
PROV_GT13_0561,Autobuses Concepción Huista - Ref 562,Francisco Marroquín,+502 57119628,Huehuetenango,Concepción Huista
PROV_GT13_0562,Lancheros Unidos San Juan Ixcoy - Ref 563,Esteban Tzoc,+502 55011522,Huehuetenango,San Juan Ixcoy
PROV_GT13_0563,Fleteros del Altiplano San Antonio Huista - Ref 564,Esteban Chaj,+502 42272191,Huehuetenango,San Antonio Huista
PROV_GT13_0564,Cooperativa de Transportistas San Sebastián Coatán - Ref 565,Juan Cox,+502 58634303,Huehuetenango,San Sebastián Coatán
PROV_GT13_0565,Rápidos de Occidente Barillas - Ref 566,Manuel Cabrera,+502 48863788,Huehuetenango,Barillas
PROV_GT13_0566,Shuttles Aguacatán - Ref 567,Manuel Méndez,+502 49646341,Huehuetenango,Aguacatán
PROV_GT13_0567,Taxis del Centro San Rafael Petzal - Ref 568,Elena Cox,+502 56169242,Huehuetenango,San Rafael Petzal
PROV_GT13_0568,Transportes San Gaspar Ixchil - Ref 569,Elena Gómez,+502 50703726,Huehuetenango,San Gaspar Ixchil
PROV_GT13_0569,Autobuses Santiago Chimaltenango - Ref 570,Tomasa Gómez,+502 57485199,Huehuetenango,Santiago Chimaltenango
PROV_GT13_0570,Lancheros Unidos Santa Ana Huista - Ref 571,José Chaj,+502 44651885,Huehuetenango,Santa Ana Huista
PROV_GT13_0571,Fleteros del Altiplano Unión Cantinil - Ref 572,Rosa Gómez,+502 51316115,Huehuetenango,Unión Cantinil
PROV_GT13_0572,Cooperativa de Transportistas Petatán - Ref 573,Diego Batz,+502 50991808,Huehuetenango,Petatán
PROV_GT14_0573,Rápidos de Occidente Santa Cruz del Quiché - Ref 574,María Tzul,+502 42917011,Quiché,Santa Cruz del Quiché
PROV_GT14_0574,Shuttles Chiché - Ref 575,Luisa Tzoc,+502 43588948,Quiché,Chiché
PROV_GT14_0575,Taxis del Centro Chinique - Ref 576,Tomasa Marroquín,+502 48031797,Quiché,Chinique
PROV_GT14_0576,Transportes Zacualpa - Ref 577,Francisco Méndez,+502 47939974,Quiché,Zacualpa
PROV_GT14_0577,Autobuses Chajul - Ref 578,María Yax,+502 51529281,Quiché,Chajul
PROV_GT14_0578,Lancheros Unidos Chichicastenango - Ref 579,María Méndez,+502 40455484,Quiché,Chichicastenango
PROV_GT14_0579,Fleteros del Altiplano Patzité - Ref 580,Francisco Tzul,+502 49576531,Quiché,Patzité
PROV_GT14_0580,Cooperativa de Transportistas San Antonio Ilotenango - Ref 581,Rosa López,+502 45969311,Quiché,San Antonio Ilotenango
PROV_GT14_0581,Rápidos de Occidente San Pedro Jocopilas - Ref 582,Esteban Méndez,+502 58882975,Quiché,San Pedro Jocopilas
PROV_GT14_0582,Shuttles Cunén - Ref 583,Juana Batz,+502 49443321,Quiché,Cunén
PROV_GT14_0583,Taxis del Centro San Juan Cotzal - Ref 584,Pedro Jax,+502 45608413,Quiché,San Juan Cotzal
PROV_GT14_0584,Transportes Joyabaj - Ref 585,Carlos Cabrera,+502 54786283,Quiché,Joyabaj
PROV_GT14_0585,Autobuses Nebaj - Ref 586,Tomasa Cox,+502 58781902,Quiché,Nebaj
PROV_GT14_0586,Lancheros Unidos San Andrés Sajcabajá - Ref 587,Luisa Yax,+502 45957744,Quiché,San Andrés Sajcabajá
PROV_GT14_0587,Fleteros del Altiplano Uspantán - Ref 588,Diego Marroquín,+502 42198004,Quiché,Uspantán
PROV_GT14_0588,Cooperativa de Transportistas Sacapulas - Ref 589,Rosa Tzul,+502 58502118,Quiché,Sacapulas
PROV_GT14_0589,Rápidos de Occidente San Bartolomé Jocotenango - Ref 590,Luisa Chaj,+502 41571010,Quiché,San Bartolomé Jocotenango
PROV_GT14_0590,Shuttles Canillá - Ref 591,José Cabrera,+502 57414566,Quiché,Canillá
PROV_GT14_0591,Taxis del Centro Chicamán - Ref 592,Juan Hernández,+502 58045215,Quiché,Chicamán
PROV_GT14_0592,Transportes Ixcán - Ref 593,Carlos Yax,+502 51209963,Quiché,Ixcán
PROV_GT14_0593,Autobuses Pachalum - Ref 594,Carlos Pérez,+502 49743511,Quiché,Pachalum
PROV_GT15_0594,Lancheros Unidos Salamá - Ref 595,Juan Yax,+502 50882876,Baja Verapaz,Salamá
PROV_GT15_0595,Fleteros del Altiplano San Miguel Chicaj - Ref 596,Rosa Yax,+502 58146533,Baja Verapaz,San Miguel Chicaj
PROV_GT15_0596,Cooperativa de Transportistas Rabinal - Ref 597,Rosa Batz,+502 58706678,Baja Verapaz,Rabinal
PROV_GT15_0597,Rápidos de Occidente Cubulco - Ref 598,Carlos Pérez,+502 50012024,Baja Verapaz,Cubulco
PROV_GT15_0598,Shuttles Granados - Ref 599,María Chaj,+502 46882250,Baja Verapaz,Granados
PROV_GT15_0599,Taxis del Centro El Chol - Ref 600,Miguel Cox,+502 54467449,Baja Verapaz,El Chol
PROV_GT15_0600,Transportes San Jerónimo - Ref 601,Elena Pérez,+502 43317710,Baja Verapaz,San Jerónimo
PROV_GT15_0601,Autobuses Purulhá - Ref 602,Rosa Marroquín,+502 41578705,Baja Verapaz,Purulhá
PROV_GT16_0602,Lancheros Unidos Cobán - Ref 603,Diego Cabrera,+502 40259352,Alta Verapaz,Cobán
PROV_GT16_0603,Fleteros del Altiplano Santa Cruz Verapaz - Ref 604,Manuel Guzmán,+502 40032164,Alta Verapaz,Santa Cruz Verapaz
PROV_GT16_0604,Cooperativa de Transportistas San Cristóbal Verapaz - Ref 605,Tomasa Tzoc,+502 56035999,Alta Verapaz,San Cristóbal Verapaz
PROV_GT16_0605,Rápidos de Occidente Tactic - Ref 606,Juan Guzmán,+502 49338251,Alta Verapaz,Tactic
PROV_GT16_0606,Shuttles Tamahú - Ref 607,Diego Yax,+502 46661754,Alta Verapaz,Tamahú
PROV_GT16_0607,Taxis del Centro Tucurú - Ref 608,Miguel Batz,+502 44312771,Alta Verapaz,Tucurú
PROV_GT16_0608,Transportes Panzós - Ref 609,Juana Méndez,+502 52681994,Alta Verapaz,Panzós
PROV_GT16_0609,Autobuses Senahú - Ref 610,María Guzmán,+502 48836270,Alta Verapaz,Senahú
PROV_GT16_0610,Lancheros Unidos San Pedro Carchá - Ref 611,Carlos Marroquín,+502 46746023,Alta Verapaz,San Pedro Carchá
PROV_GT16_0611,Fleteros del Altiplano San Juan Chamelco - Ref 612,Esteban Pérez,+502 41692004,Alta Verapaz,San Juan Chamelco
PROV_GT16_0612,Cooperativa de Transportistas Lanquín - Ref 613,Luisa Méndez,+502 45256190,Alta Verapaz,Lanquín
PROV_GT16_0613,Rápidos de Occidente Cahabón - Ref 614,Francisco Méndez,+502 45462663,Alta Verapaz,Cahabón
PROV_GT16_0614,Shuttles Chisec - Ref 615,Francisco Marroquín,+502 57344042,Alta Verapaz,Chisec
PROV_GT16_0615,Taxis del Centro Chahal - Ref 616,Elena López,+502 56143068,Alta Verapaz,Chahal
PROV_GT16_0616,Transportes Fray Bartolomé de Las Casas - Ref 617,Diego Tzul,+502 57588160,Alta Verapaz,Fray Bartolomé de Las Casas
PROV_GT16_0617,Autobuses Santa Catalina La Tinta - Ref 618,Francisco Chaj,+502 42911082,Alta Verapaz,Santa Catalina La Tinta
PROV_GT16_0618,Lancheros Unidos Raxruhá - Ref 619,Juan Tzoc,+502 59855986,Alta Verapaz,Raxruhá
PROV_GT17_0619,Fleteros del Altiplano Flores - Ref 620,Elena Marroquín,+502 59046532,Petén,Flores
PROV_GT17_0620,Cooperativa de Transportistas San José - Ref 621,Rosa Pérez,+502 41524216,Petén,San José
PROV_GT17_0621,Rápidos de Occidente San Benito - Ref 622,José Gómez,+502 52678699,Petén,San Benito
PROV_GT17_0622,Shuttles San Andrés - Ref 623,Rosa Yax,+502 45656708,Petén,San Andrés
PROV_GT17_0623,Taxis del Centro La Libertad - Ref 624,Juana Tzoc,+502 45294623,Petén,La Libertad
PROV_GT17_0624,Transportes San Francisco - Ref 625,Tomasa López,+502 52918196,Petén,San Francisco
PROV_GT17_0625,Autobuses Santa Ana - Ref 626,Diego Hernández,+502 55019764,Petén,Santa Ana
PROV_GT17_0626,Lancheros Unidos Dolores - Ref 627,Juana Cabrera,+502 49502118,Petén,Dolores
PROV_GT17_0627,Fleteros del Altiplano San Luis - Ref 628,Juan Chaj,+502 58424762,Petén,San Luis
PROV_GT17_0628,Cooperativa de Transportistas Sayaxché - Ref 629,Luisa Tzul,+502 44118780,Petén,Sayaxché
PROV_GT17_0629,Rápidos de Occidente Melchor de Mencos - Ref 630,Carlos Jax,+502 52662086,Petén,Melchor de Mencos
PROV_GT17_0630,Shuttles Poptún - Ref 631,Elena Méndez,+502 51346237,Petén,Poptún
PROV_GT17_0631,Taxis del Centro Las Cruces - Ref 632,Juana Yax,+502 42135631,Petén,Las Cruces
PROV_GT17_0632,Transportes El Chal - Ref 633,Esteban Tzoc,+502 48681641,Petén,El Chal
PROV_GT18_0633,Autobuses Puerto Barrios - Ref 634,José Méndez,+502 59946243,Izabal,Puerto Barrios
PROV_GT18_0634,Lancheros Unidos Lívingston - Ref 635,María López,+502 57656754,Izabal,Lívingston
PROV_GT18_0635,Fleteros del Altiplano El Estor - Ref 636,José Cox,+502 40139473,Izabal,El Estor
PROV_GT18_0636,Cooperativa de Transportistas Morales - Ref 637,Pedro Tzul,+502 44471675,Izabal,Morales
PROV_GT18_0637,Rápidos de Occidente Los Amates - Ref 638,Miguel Cox,+502 43117353,Izabal,Los Amates
PROV_GT19_0638,Shuttles Zacapa - Ref 639,Diego Batz,+502 47392560,Zacapa,Zacapa
PROV_GT19_0639,Taxis del Centro Estanzuela - Ref 640,Juana Cabrera,+502 49628802,Zacapa,Estanzuela
PROV_GT19_0640,Transportes Río Hondo - Ref 641,Pedro Cox,+502 46727644,Zacapa,Río Hondo
PROV_GT19_0641,Autobuses Gualán - Ref 642,Juana Méndez,+502 54949937,Zacapa,Gualán
PROV_GT19_0642,Lancheros Unidos Teculután - Ref 643,Miguel Cabrera,+502 43506910,Zacapa,Teculután
PROV_GT19_0643,Fleteros del Altiplano Usumatlán - Ref 644,Tomasa Tzoc,+502 53281049,Zacapa,Usumatlán
PROV_GT19_0644,Cooperativa de Transportistas Cabañas - Ref 645,Luisa Tzoc,+502 52207543,Zacapa,Cabañas
PROV_GT19_0645,Rápidos de Occidente San Diego - Ref 646,Pedro Hernández,+502 44556790,Zacapa,San Diego
PROV_GT19_0646,Shuttles La Unión - Ref 647,Pedro Hernández,+502 42094639,Zacapa,La Unión
PROV_GT19_0647,Taxis del Centro Huité - Ref 648,Pedro Guzmán,+502 45826052,Zacapa,Huité
PROV_GT19_0648,Transportes San Jorge - Ref 649,Tomasa Chaj,+502 58855645,Zacapa,San Jorge
PROV_GT20_0649,Autobuses Chiquimula - Ref 650,Luisa Yax,+502 45252263,Chiquimula,Chiquimula
PROV_GT20_0650,Lancheros Unidos San José La Arada - Ref 651,Juana Méndez,+502 57842224,Chiquimula,San José La Arada
PROV_GT20_0651,Fleteros del Altiplano San Juan Ermita - Ref 652,Juan Cox,+502 49162106,Chiquimula,San Juan Ermita
PROV_GT20_0652,Cooperativa de Transportistas Jocotán - Ref 653,Miguel Pérez,+502 41391917,Chiquimula,Jocotán
PROV_GT20_0653,Rápidos de Occidente Camotán - Ref 654,Luisa Guzmán,+502 46088415,Chiquimula,Camotán
PROV_GT20_0654,Shuttles Olopa - Ref 655,Pedro Yax,+502 56909045,Chiquimula,Olopa
PROV_GT20_0655,Taxis del Centro Esquipulas - Ref 656,Elena Jax,+502 45575311,Chiquimula,Esquipulas
PROV_GT20_0656,Transportes Concepción Las Minas - Ref 657,Rosa Gómez,+502 43578652,Chiquimula,Concepción Las Minas
