id_artista,codigo,nombre_completo,genero,fecha_nacimiento,departamento_pcode,municipio_pcode,taller_id,especialidad_principal,reconocimientos
404,ART_GT1219_0403,Francisco Tuy Tzoc,Masculino,1973-05-10,GT12,GT1219,901,Maestro Tallador de Jade,
405,ART_GT1220_0404,Juana Tax Chox,Femenino,1996-12-09,GT12,GT1220,370,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2022 en El Quetzal.
406,ART_GT1221_0405,Juan Coché Tupul,Masculino,1951-03-02,GT12,GT1221,,Tejedora de Telar de Cintura,
407,ART_GT1222_0406,Magdalena Ixcol Mendoza,Femenino,1974-04-04,GT12,GT1222,811,Danzante de Danza Folklórica,
408,ART_GT1223_0407,Juan Tzoc Chavez,Masculino,1987-02-26,GT12,GT1223,446,Tejedora de Telar de Cintura,
409,ART_GT1224_0408,Petrona Chox Ajcalón,Femenino,1953-04-25,GT12,GT1224,441,Tejedor de Telar de Pie,Premio local de Arte Popular 2021 en San José Ojetenam.
410,ART_GT1225_0409,Jacinto Tupul Quiché,Masculino,1993-04-11,GT12,GT1225,685,Danzante de Danza Folklórica,
411,ART_GT1226_0410,Antonia Mendoza Yac,Femenino,1990-02-13,GT12,GT1226,,Pintor Paisajista Contemporáneo,
412,ART_GT1227_0411,Miguel Chavez Guarcax,Masculino,1960-01-15,GT12,GT1227,841,Constructor de Marimbas,
413,ART_GT1228_0412,Manuela Ajcalón Cux,Femenino,1972-03-23,GT12,GT1228,883,Tejedor de Telar de Pie,Premio local de Arte Popular 2018 en Río Blanco.
414,ART_GT1229_0413,Gaspar Quiché Xiquín,Masculino,1975-03-18,GT12,GT1229,880,Escultor en Madera,
415,ART_GT1230_0414,Antonia Yac Tuy,Femenino,2003-04-08,GT12,GT1230,40,Alfarero Tradicional,
416,ART_GT1301_0415,Tomas Guarcax Tax,Masculino,1954-06-06,GT13,GT1301,,Constructor de Marimbas,
417,ART_GT1302_0416,Maria Cux Coché,Femenino,1998-07-13,GT13,GT1302,49,Talabartero de Cuero,Premio local de Arte Popular 2022 en Chiantla.
418,ART_GT1303_0417,Tomas Xiquín Ixcol,Masculino,1977-03-27,GT13,GT1303,800,Tejedora de Telar de Cintura,
419,ART_GT1304_0418,Elena Tuy Tzoc,Femenino,1964-03-05,GT13,GT1304,485,Maestro Tallador de Jade,
420,ART_GT1305_0419,Francisco Tax Chox,Masculino,1994-12-02,GT13,GT1305,330,Tejedor de Telar de Pie,
421,ART_GT1306_0420,Petrona Coché Tupul,Femenino,1950-07-17,GT13,GT1306,,Danzante de Danza Folklórica,Premio local de Arte Popular 2024 en San Pedro Necta.
422,ART_GT1307_0421,Gaspar Ixcol Mendoza,Masculino,1952-01-05,GT13,GT1307,491,Pintor Paisajista Contemporáneo,
423,ART_GT1308_0422,Magdalena Tzoc Chavez,Femenino,1982-08-28,GT13,GT1308,556,Tejedora de Telar de Cintura,
424,ART_GT1309_0423,Mateo Chox Ajcalón,Masculino,1981-03-25,GT13,GT1309,709,Escultor en Madera,
425,ART_GT1310_0424,Catarina Tupul Quiché,Femenino,1996-05-20,GT13,GT1310,205,Pintor Primitivista,Premio local de Arte Popular 2021 en Santa Bárbara.
426,ART_GT1311_0425,Lucas Mendoza Yac,Masculino,1982-04-21,GT13,GT1311,,Pintor Paisajista Contemporáneo,
427,ART_GT1312_0426,Maria Chavez Guarcax,Femenino,2000-03-10,GT13,GT1312,599,Alfarero Tradicional,
428,ART_GT1313_0427,Tomas Ajcalón Cux,Masculino,1990-06-20,GT13,GT1313,4,Cestero de Fibras Naturales,
429,ART_GT1314_0428,Catarina Quiché Xiquín,Femenino,1954-06-01,GT13,GT1314,279,Talabartero de Cuero,Premio local de Arte Popular 2025 en San Rafael La Independencia.
430,ART_GT1315_0429,Mateo Yac Tuy,Masculino,1993-03-28,GT13,GT1315,373,Pintor Primitivista,
431,ART_GT1316_0430,Maria Guarcax Tax,Femenino,1984-06-22,GT13,GT1316,,Maestro Tallador de Jade,
432,ART_GT1317_0431,Miguel Cux Coché,Masculino,1964-01-28,GT13,GT1317,333,Pintor Primitivista,
433,ART_GT1318_0432,Antonia Xiquín Ixcol,Femenino,1962-05-06,GT13,GT1318,677,Intérprete de Marimba,Premio local de Arte Popular 2025 en San Mateo Ixtatán.
434,ART_GT1319_0433,Gaspar Tuy Tzoc,Masculino,2004-08-22,GT13,GT1319,296,Danzante de Danza Folklórica,
435,ART_GT1320_0434,Tomasa Tax Chox,Femenino,1960-07-05,GT13,GT1320,50,Alfarero Tradicional,
436,ART_GT1321_0435,Pedro Coché Tupul,Masculino,2004-02-28,GT13,GT1321,,Cestero de Fibras Naturales,
437,ART_GT1322_0436,Catarina Ixcol Mendoza,Femenino,1987-12-07,GT13,GT1322,965,Constructor de Marimbas,Premio local de Arte Popular 2020 en Concepción Huista.
438,ART_GT1323_0437,Francisco Tzoc Chavez,Masculino,1966-04-14,GT13,GT1323,476,Maestro Tallador de Jade,
439,ART_GT1324_0438,Maria Chox Ajcalón,Femenino,2002-02-28,GT13,GT1324,957,Escultor en Madera,
440,ART_GT1325_0439,Tomas Tupul Quiché,Masculino,1967-10-12,GT13,GT1325,996,Pintor Primitivista,
441,ART_GT1326_0440,Antonia Mendoza Yac,Femenino,1970-07-26,GT13,GT1326,,Tejedor de Telar de Pie,Premio local de Arte Popular 2024 en Barillas.
442,ART_GT1327_0441,Juan Chavez Guarcax,Masculino,1954-09-05,GT13,GT1327,491,Tejedora de Telar de Cintura,
443,ART_GT1328_0442,Elena Ajcalón Cux,Femenino,2002-09-27,GT13,GT1328,770,Tejedor de Telar de Pie,
444,ART_GT1329_0443,Jacinto Quiché Xiquín,Masculino,1959-03-02,GT13,GT1329,297,Alfarero Tradicional,
445,ART_GT1330_0444,Petrona Yac Tuy,Femenino,1953-03-15,GT13,GT1330,565,Alfarero Tradicional,Premio local de Arte Popular 2011 en Santiago Chimaltenango.
446,ART_GT1331_0445,Mateo Guarcax Tax,Masculino,1985-12-27,GT13,GT1331,,Danzante de Danza Folklórica,
447,ART_GT1332_0446,Catarina Cux Coché,Femenino,1986-09-02,GT13,GT1332,863,Alfarero Tradicional,
448,ART_GT1333_0447,Santiago Xiquín Ixcol,Masculino,1962-01-13,GT13,GT1333,225,Tejedora de Telar de Cintura,
449,ART_GT1401_0448,Elena Tuy Tzoc,Femenino,1970-04-23,GT14,GT1401,823,Intérprete de Marimba,Premio local de Arte Popular 2019 en Santa Cruz del Quiché.
450,ART_GT1402_0449,Francisco Tax Chox,Masculino,1990-02-10,GT14,GT1402,846,Escultor en Madera,
451,ART_GT1403_0450,Tomasa Coché Tupul,Femenino,2005-05-01,GT14,GT1403,,Danzante de Danza Folklórica,
452,ART_GT1404_0451,Mateo Ixcol Mendoza,Masculino,1995-05-22,GT14,GT1404,193,Cestero de Fibras Naturales,
453,ART_GT1405_0452,Magdalena Tzoc Chavez,Femenino,1954-01-07,GT14,GT1405,712,Maestro Tallador de Jade,Premio local de Arte Popular 2023 en Chajul.
454,ART_GT1406_0453,Lucas Chox Ajcalón,Masculino,2001-10-26,GT14,GT1406,567,Maestro Tallador de Jade,
455,ART_GT1407_0454,Petrona Tupul Quiché,Femenino,1976-10-22,GT14,GT1407,680,Alfarero Tradicional,
456,ART_GT1408_0455,Tomas Mendoza Yac,Masculino,1951-05-07,GT14,GT1408,,Tejedora de Telar de Cintura,
457,ART_GT1409_0456,Tomasa Chavez Guarcax,Femenino,1997-08-03,GT14,GT1409,649,Talabartero de Cuero,Premio local de Arte Popular 2024 en San Pedro Jocopilas.
458,ART_GT1410_0457,Pedro Ajcalón Cux,Masculino,1976-09-24,GT14,GT1410,222,Danzante de Danza Folklórica,
459,ART_GT1411_0458,Antonia Quiché Xiquín,Femenino,1985-06-08,GT14,GT1411,344,Intérprete de Marimba,
460,ART_GT1412_0459,Miguel Yac Tuy,Masculino,1997-10-28,GT14,GT1412,591,Pintor Primitivista,
461,ART_GT1413_0460,Catarina Guarcax Tax,Femenino,1985-10-16,GT14,GT1413,,Intérprete de Marimba,Premio local de Arte Popular 2010 en Nebaj.
462,ART_GT1414_0461,Jacinto Cux Coché,Masculino,1967-01-25,GT14,GT1414,638,Escultor en Madera,
463,ART_GT1415_0462,Catarina Xiquín Ixcol,Femenino,2002-01-22,GT14,GT1415,327,Constructor de Marimbas,
464,ART_GT1416_0463,Gaspar Tuy Tzoc,Masculino,1995-06-11,GT14,GT1416,948,Escultor en Madera,
465,ART_GT1417_0464,Magdalena Tax Chox,Femenino,1968-10-18,GT14,GT1417,545,Escultor en Madera,Premio local de Arte Popular 2022 en San Bartolomé Jocotenango.
466,ART_GT1418_0465,Santiago Coché Tupul,Masculino,1962-06-21,GT14,GT1418,,Tejedora de Telar de Cintura,
467,ART_GT1419_0466,Tomasa Ixcol Mendoza,Femenino,1963-11-12,GT14,GT1419,17,Alfarero Tradicional,
468,ART_GT1420_0467,Santiago Tzoc Chavez,Masculino,1982-02-22,GT14,GT1420,856,Talabartero de Cuero,
469,ART_GT1421_0468,Antonia Chox Ajcalón,Femenino,2000-11-01,GT14,GT1421,266,Danzante de Danza Folklórica,Premio local de Arte Popular 2016 en Pachalum.
470,ART_GT1501_0469,Pedro Tupul Quiché,Masculino,1997-09-07,GT15,GT1501,20,Alfarero Tradicional,
471,ART_GT1502_0470,Juana Mendoza Yac,Femenino,1994-05-08,GT15,GT1502,,Intérprete de Marimba,
472,ART_GT1503_0471,Mateo Chavez Guarcax,Masculino,1953-12-16,GT15,GT1503,108,Cestero de Fibras Naturales,
473,ART_GT1504_0472,Magdalena Ajcalón Cux,Femenino,1991-02-27,GT15,GT1504,92,Constructor de Marimbas,Premio local de Arte Popular 2016 en Cubulco.
474,ART_GT1505_0473,Francisco Quiché Xiquín,Masculino,1996-01-12,GT15,GT1505,29,Maestro Tallador de Jade,
475,ART_GT1506_0474,Tomasa Yac Tuy,Femenino,1970-07-20,GT15,GT1506,119,Cestero de Fibras Naturales,
476,ART_GT1507_0475,Mateo Guarcax Tax,Masculino,1950-10-07,GT15,GT1507,,Intérprete de Marimba,
477,ART_GT1508_0476,Maria Cux Coché,Femenino,1995-07-08,GT15,GT1508,901,Constructor de Marimbas,Premio local de Arte Popular 2015 en Purulhá.
478,ART_GT0401_0477,Francisco Xiquín Ixcol,Masculino,1952-10-18,GT04,GT0401,253,Alfarero Tradicional,
479,ART_GT0402_0478,Elena Tuy Tzoc,Femenino,1977-02-07,GT04,GT0402,537,Danzante de Danza Folklórica,
480,ART_GT0403_0479,Miguel Tax Chox,Masculino,1991-07-14,GT04,GT0403,1014,Constructor de Marimbas,
481,ART_GT0404_0480,Manuela Coché Tupul,Femenino,1963-10-26,GT04,GT0404,,Escultor en Madera,Premio local de Arte Popular 2014 en Comalapa.
482,ART_GT0405_0481,Mateo Ixcol Mendoza,Masculino,1951-02-24,GT04,GT0405,710,Constructor de Marimbas,
483,ART_GT0406_0482,Catarina Tzoc Chavez,Femenino,1980-05-25,GT04,GT0406,761,Intérprete de Marimba,
484,ART_GT0407_0483,Tomas Chox Ajcalón,Masculino,1959-12-16,GT04,GT0407,73,Constructor de Marimbas,
485,ART_GT0408_0484,Manuela Tupul Quiché,Femenino,1976-12-11,GT04,GT0408,207,Escultor en Madera,Premio local de Arte Popular 2016 en Pochuta.
486,ART_GT0409_0485,Miguel Mendoza Yac,Masculino,1970-06-03,GT04,GT0409,,Cestero de Fibras Naturales,
487,ART_GT0410_0486,Catarina Chavez Guarcax,Femenino,2003-04-07,GT04,GT0410,393,Constructor de Marimbas,
488,ART_GT0411_0487,Gaspar Ajcalón Cux,Masculino,1992-12-12,GT04,GT0411,96,Tejedora de Telar de Cintura,
489,ART_GT0412_0488,Catarina Quiché Xiquín,Femenino,1986-03-28,GT04,GT0412,543,Intérprete de Marimba,Premio local de Arte Popular 2012 en Yepocapa.
490,ART_GT0413_0489,Francisco Yac Tuy,Masculino,1952-11-04,GT04,GT0413,514,Pintor Primitivista,
491,ART_GT0414_0490,Antonia Guarcax Tax,Femenino,1976-07-02,GT04,GT0414,,Talabartero de Cuero,
492,ART_GT0415_0491,Lucas Cux Coché,Masculino,1974-11-28,GT04,GT0415,169,Tejedor de Telar de Pie,
493,ART_GT0416_0492,Catarina Xiquín Ixcol,Femenino,1996-02-19,GT04,GT0416,910,Escultor en Madera,Premio local de Arte Popular 2021 en El Tejar.
494,ART_GT0700_0493,Gaspar Tuy Tzoc,Masculino,1966-10-08,GT07,GT0700,476,Danzante de Danza Folklórica,
495,ART_GT0701_0494,Catarina Tax Chox,Femenino,1981-01-13,GT07,GT0701,797,Tejedor de Telar de Pie,
496,ART_GT0702_0495,Tomas Coché Tupul,Masculino,1987-10-25,GT07,GT0702,,Intérprete de Marimba,
497,ART_GT0703_0496,Tomasa Ixcol Mendoza,Femenino,1987-04-16,GT07,GT0703,160,Maestro Tallador de Jade,Premio local de Arte Popular 2022 en Santa María Visitación.
498,ART_GT0704_0497,Pedro Tzoc Chavez,Masculino,1981-09-15,GT07,GT0704,539,Pintor Primitivista,
499,ART_GT0705_0498,Isabel Chox Ajcalón,Femenino,1957-10-23,GT07,GT0705,634,Intérprete de Marimba,
500,ART_GT0706_0499,Gaspar Tupul Quiché,Masculino,1996-10-01,GT07,GT0706,220,Talabartero de Cuero,
501,ART_GT0707_0500,Catarina Mendoza Yac,Femenino,1998-01-07,GT07,GT0707,,Constructor de Marimbas,Premio local de Arte Popular 2015 en Santa Clara La Laguna.
502,ART_GT0708_0501,Gaspar Chavez Guarcax,Masculino,1996-08-05,GT07,GT0708,81,Alfarero Tradicional,
503,ART_GT0709_0502,Manuela Ajcalón Cux,Femenino,1959-04-23,GT07,GT0709,547,Pintor Paisajista Contemporáneo,
504,ART_GT0710_0503,Miguel Quiché Xiquín,Masculino,1987-11-07,GT07,GT0710,851,Tejedora de Telar de Cintura,
505,ART_GT0711_0504,Catarina Yac Tuy,Femenino,1988-07-22,GT07,GT0711,716,Cestero de Fibras Naturales,Premio local de Arte Popular 2025 en Santa Catarina Palopó.
506,ART_GT0712_0505,Gaspar Guarcax Tax,Masculino,2000-09-22,GT07,GT0712,,Pintor Paisajista Contemporáneo,
507,ART_GT0713_0506,Maria Cux Coché,Femenino,1992-02-24,GT07,GT0713,226,Maestro Tallador de Jade,
508,ART_GT0714_0507,Santiago Xiquín Ixcol,Masculino,2002-01-25,GT07,GT0714,935,Cestero de Fibras Naturales,
509,ART_GT0715_0508,Catarina Tuy Tzoc,Femenino,1985-10-16,GT07,GT0715,385,Pintor Primitivista,Premio local de Arte Popular 2013 en San Pablo La Laguna.
510,ART_GT0716_0509,Mateo Tax Chox,Masculino,1985-11-26,GT07,GT0716,893,Alfarero Tradicional,
511,ART_GT0717_0510,Magdalena Coché Tupul,Femenino,1969-03-26,GT07,GT0717,,Escultor en Madera,
512,ART_GT0718_0511,Jacinto Ixcol Mendoza,Masculino,1982-08-16,GT07,GT0718,717,Pintor Primitivista,
513,ART_GT0719_0512,Magdalena Tzoc Chavez,Femenino,1953-06-23,GT07,GT0719,793,Talabartero de Cuero,Premio local de Arte Popular 2020 en Santiago Atitlán.
514,ART_GT0801_0513,Lucas Chox Ajcalón,Masculino,1999-12-21,GT08,GT0801,971,Pintor Primitivista,
515,ART_GT0802_0514,Isabel Tupul Quiché,Femenino,2001-08-27,GT08,GT0802,708,Escultor en Madera,
516,ART_GT0803_0515,Gaspar Mendoza Yac,Masculino,1987-02-16,GT08,GT0803,,Maestro Tallador de Jade,
517,ART_GT0804_0516,Tomasa Chavez Guarcax,Femenino,1957-02-04,GT08,GT0804,307,Constructor de Marimbas,Premio local de Arte Popular 2020 en San Andrés Xecul.
518,ART_GT0805_0517,Santiago Ajcalón Cux,Masculino,1979-12-04,GT08,GT0805,840,Constructor de Marimbas,
519,ART_GT0806_0518,Maria Quiché Xiquín,Femenino,1961-10-13,GT08,GT0806,150,Escultor en Madera,
520,ART_GT0807_0519,Tomas Yac Tuy,Masculino,1970-01-06,GT08,GT0807,103,Pintor Paisajista Contemporáneo,
521,ART_GT0808_0520,Tomasa Guarcax Tax,Femenino,2003-03-18,GT08,GT0808,,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2021 en San Bartolo.
522,ART_GT0901_0521,Tomas Cux Coché,Masculino,1954-10-18,GT09,GT0901,605,Pintor Paisajista Contemporáneo,
523,ART_GT0902_0522,Antonia Xiquín Ixcol,Femenino,1990-12-21,GT09,GT0902,402,Alfarero Tradicional,
524,ART_GT0903_0523,Tomas Tuy Tzoc,Masculino,1954-02-28,GT09,GT0903,273,Tejedor de Telar de Pie,
525,ART_GT0904_0524,Elena Tax Chox,Femenino,1974-11-10,GT09,GT0904,451,Alfarero Tradicional,Premio local de Arte Popular 2010 en San Carlos Sija.
526,ART_GT0905_0525,Francisco Coché Tupul,Masculino,1956-08-13,GT09,GT0905,,Tejedora de Telar de Cintura,
527,ART_GT0906_0526,Tomasa Ixcol Mendoza,Femenino,1964-06-24,GT09,GT0906,215,Maestro Tallador de Jade,
528,ART_GT0907_0527,Gaspar Tzoc Chavez,Masculino,1991-03-09,GT09,GT0907,743,Tejedor de Telar de Pie,
529,ART_GT0908_0528,Tomasa Chox Ajcalón,Femenino,1956-12-17,GT09,GT0908,578,Constructor de Marimbas,Premio local de Arte Popular 2016 en San Miguel Sigüila.
530,ART_GT0909_0529,Tomas Tupul Quiché,Masculino,2001-03-03,GT09,GT0909,340,Constructor de Marimbas,
531,ART_GT0910_0530,Maria Mendoza Yac,Femenino,2000-09-19,GT09,GT0910,,Escultor en Madera,
532,ART_GT0911_0531,Juan Chavez Guarcax,Masculino,1979-03-10,GT09,GT0911,473,Danzante de Danza Folklórica,
533,ART_GT0912_0532,Juana Ajcalón Cux,Femenino,1986-07-16,GT09,GT0912,850,Tejedor de Telar de Pie,Premio local de Arte Popular 2024 en San Martín Sacatepéquez.
534,ART_GT0913_0533,Tomas Quiché Xiquín,Masculino,2002-08-20,GT09,GT0913,890,Tejedor de Telar de Pie,
535,ART_GT0914_0534,Maria Yac Tuy,Femenino,1961-10-13,GT09,GT0914,438,Intérprete de Marimba,
536,ART_GT0915_0535,Gaspar Guarcax Tax,Masculino,1955-02-20,GT09,GT0915,,Constructor de Marimbas,
537,ART_GT0916_0536,Catarina Cux Coché,Femenino,1985-07-03,GT09,GT0916,446,Pintor Primitivista,Premio local de Arte Popular 2024 en Zunil.
538,ART_GT0917_0537,Miguel Xiquín Ixcol,Masculino,1952-11-04,GT09,GT0917,142,Intérprete de Marimba,
539,ART_GT0918_0538,Manuela Tuy Tzoc,Femenino,1952-08-02,GT09,GT0918,59,Danzante de Danza Folklórica,
540,ART_GT0919_0539,Pedro Tax Chox,Masculino,2001-09-21,GT09,GT0919,410,Pintor Primitivista,
541,ART_GT0920_0540,Petrona Coché Tupul,Femenino,2003-09-08,GT09,GT0920,,Maestro Tallador de Jade,Premio local de Arte Popular 2023 en Coatepeque.
542,ART_GT0921_0541,Gaspar Ixcol Mendoza,Masculino,1980-11-01,GT09,GT0921,659,Intérprete de Marimba,
543,ART_GT0922_0542,Juana Tzoc Chavez,Femenino,1959-11-18,GT09,GT0922,86,Danzante de Danza Folklórica,
544,ART_GT0923_0543,Pedro Chox Ajcalón,Masculino,1955-03-05,GT09,GT0923,389,Tejedor de Telar de Pie,
545,ART_GT0924_0544,Juana Tupul Quiché,Femenino,1997-02-07,GT09,GT0924,298,Escultor en Madera,Premio local de Arte Popular 2021 en Palestina de Los Altos.
546,ART_GT1201_0545,Miguel Mendoza Yac,Masculino,1988-09-10,GT12,GT1201,,Constructor de Marimbas,
547,ART_GT1202_0546,Antonia Chavez Guarcax,Femenino,1952-01-04,GT12,GT1202,606,Escultor en Madera,
548,ART_GT1203_0547,Mateo Ajcalón Cux,Masculino,1982-09-22,GT12,GT1203,126,Maestro Tallador de Jade,
549,ART_GT1204_0548,Antonia Quiché Xiquín,Femenino,1971-04-05,GT12,GT1204,127,Alfarero Tradicional,Premio local de Arte Popular 2010 en Comitancillo.
550,ART_GT1205_0549,Mateo Yac Tuy,Masculino,1967-05-25,GT12,GT1205,624,Constructor de Marimbas,
551,ART_GT1206_0550,Manuela Guarcax Tax,Femenino,1990-01-17,GT12,GT1206,,Talabartero de Cuero,
552,ART_GT1207_0551,Gaspar Cux Coché,Masculino,1977-12-18,GT12,GT1207,484,Tejedora de Telar de Cintura,
553,ART_GT1208_0552,Manuela Xiquín Ixcol,Femenino,2003-03-18,GT12,GT1208,72,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2011 en Sibinal.
554,ART_GT1209_0553,Pedro Tuy Tzoc,Masculino,1992-05-05,GT12,GT1209,680,Alfarero Tradicional,
555,ART_GT1210_0554,Juana Tax Chox,Femenino,1967-02-06,GT12,GT1210,575,Tejedor de Telar de Pie,
556,ART_GT1211_0555,Tomas Coché Tupul,Masculino,1971-05-19,GT12,GT1211,,Danzante de Danza Folklórica,
557,ART_GT1212_0556,Manuela Ixcol Mendoza,Femenino,1959-03-08,GT12,GT1212,547,Tejedora de Telar de Cintura,Premio local de Arte Popular 2018 en Nuevo Progreso.
558,ART_GT1213_0557,Gaspar Tzoc Chavez,Masculino,1986-05-12,GT12,GT1213,1018,Constructor de Marimbas,
559,ART_GT1214_0558,Isabel Chox Ajcalón,Femenino,1993-02-07,GT12,GT1214,340,Constructor de Marimbas,
560,ART_GT1215_0559,Juan Tupul Quiché,Masculino,1989-11-11,GT12,GT1215,310,Tejedor de Telar de Pie,
561,ART_GT1216_0560,Manuela Mendoza Yac,Femenino,1984-01-07,GT12,GT1216,,Maestro Tallador de Jade,Premio local de Arte Popular 2021 en Catarina.
562,ART_GT1217_0561,Gaspar Chavez Guarcax,Masculino,1984-11-12,GT12,GT1217,709,Alfarero Tradicional,
563,ART_GT1218_0562,Manuela Ajcalón Cux,Femenino,1987-03-14,GT12,GT1218,721,Cestero de Fibras Naturales,
564,ART_GT1219_0563,Juan Quiché Xiquín,Masculino,1954-12-23,GT12,GT1219,29,Constructor de Marimbas,
565,ART_GT1220_0564,Catarina Yac Tuy,Femenino,1968-04-26,GT12,GT1220,339,Tejedor de Telar de Pie,Premio local de Arte Popular 2025 en El Quetzal.
566,ART_GT1221_0565,Lucas Guarcax Tax,Masculino,1958-04-22,GT12,GT1221,,Talabartero de Cuero,
567,ART_GT1222_0566,Maria Cux Coché,Femenino,1999-04-19,GT12,GT1222,161,Constructor de Marimbas,
568,ART_GT1223_0567,Juan Xiquín Ixcol,Masculino,1997-04-21,GT12,GT1223,109,Pintor Primitivista,
569,ART_GT1224_0568,Antonia Tuy Tzoc,Femenino,1993-03-24,GT12,GT1224,856,Tejedora de Telar de Cintura,Premio local de Arte Popular 2023 en San José Ojetenam.
570,ART_GT1225_0569,Juan Tax Chox,Masculino,1995-08-10,GT12,GT1225,567,Talabartero de Cuero,
571,ART_GT1226_0570,Petrona Coché Tupul,Femenino,1969-03-09,GT12,GT1226,,Alfarero Tradicional,
572,ART_GT1227_0571,Jacinto Ixcol Mendoza,Masculino,1981-02-17,GT12,GT1227,515,Alfarero Tradicional,
573,ART_GT1228_0572,Maria Tzoc Chavez,Femenino,1983-05-09,GT12,GT1228,325,Intérprete de Marimba,Premio local de Arte Popular 2022 en Río Blanco.
574,ART_GT1229_0573,Tomas Chox Ajcalón,Masculino,1995-10-12,GT12,GT1229,287,Escultor en Madera,
575,ART_GT1230_0574,Antonia Tupul Quiché,Femenino,1994-07-09,GT12,GT1230,279,Pintor Paisajista Contemporáneo,
576,ART_GT1301_0575,Mateo Mendoza Yac,Masculino,1962-12-09,GT13,GT1301,,Danzante de Danza Folklórica,
577,ART_GT1302_0576,Magdalena Chavez Guarcax,Femenino,1969-02-13,GT13,GT1302,509,Alfarero Tradicional,Premio local de Arte Popular 2020 en Chiantla.
578,ART_GT1303_0577,Juan Ajcalón Cux,Masculino,1985-11-17,GT13,GT1303,840,Escultor en Madera,
579,ART_GT1304_0578,Magdalena Quiché Xiquín,Femenino,1960-09-18,GT13,GT1304,585,Cestero de Fibras Naturales,
580,ART_GT1305_0579,Pedro Yac Tuy,Masculino,1991-07-05,GT13,GT1305,752,Pintor Paisajista Contemporáneo,
581,ART_GT1306_0580,Catarina Guarcax Tax,Femenino,1992-05-16,GT13,GT1306,,Tejedora de Telar de Cintura,Premio local de Arte Popular 2023 en San Pedro Necta.
582,ART_GT1307_0581,Jacinto Cux Coché,Masculino,1989-05-21,GT13,GT1307,167,Pintor Paisajista Contemporáneo,
583,ART_GT1308_0582,Petrona Xiquín Ixcol,Femenino,1997-12-09,GT13,GT1308,655,Danzante de Danza Folklórica,
584,ART_GT1309_0583,Santiago Tuy Tzoc,Masculino,2004-09-24,GT13,GT1309,422,Talabartero de Cuero,
585,ART_GT1310_0584,Manuela Tax Chox,Femenino,1977-09-18,GT13,GT1310,579,Cestero de Fibras Naturales,Premio local de Arte Popular 2021 en Santa Bárbara.
586,ART_GT1311_0585,Tomas Coché Tupul,Masculino,1998-09-23,GT13,GT1311,,Intérprete de Marimba,
587,ART_GT1312_0586,Antonia Ixcol Mendoza,Femenino,1952-12-25,GT13,GT1312,1009,Constructor de Marimbas,
588,ART_GT1313_0587,Lucas Tzoc Chavez,Masculino,1985-12-16,GT13,GT1313,84,Pintor Paisajista Contemporáneo,
589,ART_GT1314_0588,Manuela Chox Ajcalón,Femenino,1987-07-25,GT13,GT1314,426,Danzante de Danza Folklórica,Premio local de Arte Popular 2020 en San Rafael La Independencia.
590,ART_GT1315_0589,Miguel Tupul Quiché,Masculino,1953-11-25,GT13,GT1315,933,Danzante de Danza Folklórica,
591,ART_GT1316_0590,Elena Mendoza Yac,Femenino,1992-11-23,GT13,GT1316,,Cestero de Fibras Naturales,
592,ART_GT1317_0591,Mateo Chavez Guarcax,Masculino,1985-10-21,GT13,GT1317,70,Danzante de Danza Folklórica,
593,ART_GT1318_0592,Antonia Ajcalón Cux,Femenino,1968-02-14,GT13,GT1318,388,Constructor de Marimbas,Premio local de Arte Popular 2015 en San Mateo Ixtatán.
594,ART_GT1319_0593,Jacinto Quiché Xiquín,Masculino,1965-04-05,GT13,GT1319,123,Cestero de Fibras Naturales,
595,ART_GT1320_0594,Magdalena Yac Tuy,Femenino,1956-01-26,GT13,GT1320,966,Tejedor de Telar de Pie,
596,ART_GT1321_0595,Tomas Guarcax Tax,Masculino,1967-08-24,GT13,GT1321,,Intérprete de Marimba,
597,ART_GT1322_0596,Maria Cux Coché,Femenino,1994-04-21,GT13,GT1322,864,Intérprete de Marimba,Premio local de Arte Popular 2022 en Concepción Huista.
598,ART_GT1323_0597,Francisco Xiquín Ixcol,Masculino,1974-05-01,GT13,GT1323,538,Talabartero de Cuero,
599,ART_GT1324_0598,Isabel Tuy Tzoc,Femenino,1990-03-22,GT13,GT1324,232,Pintor Paisajista Contemporáneo,
600,ART_GT1325_0599,Francisco Tax Chox,Masculino,1950-02-14,GT13,GT1325,99,Intérprete de Marimba,
601,ART_GT1326_0600,Catarina Coché Tupul,Femenino,1996-07-22,GT13,GT1326,,Alfarero Tradicional,Premio local de Arte Popular 2016 en Barillas.
602,ART_GT1327_0601,Pedro Ixcol Mendoza,Masculino,1998-12-13,GT13,GT1327,291,Cestero de Fibras Naturales,
603,ART_GT1328_0602,Elena Tzoc Chavez,Femenino,1978-04-14,GT13,GT1328,957,Intérprete de Marimba,
604,ART_GT1329_0603,Jacinto Chox Ajcalón,Masculino,1975-03-24,GT13,GT1329,158,Tejedor de Telar de Pie,
605,ART_GT1330_0604,Antonia Tupul Quiché,Femenino,1957-11-27,GT13,GT1330,617,Pintor Primitivista,Premio local de Arte Popular 2019 en Santiago Chimaltenango.
